request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_262,0,affordable_with_plan,full_payment,2024-12-05:9236000,,reduce_to:event_24094:541500|reduce_to:event_24096:548720|reduce_to:event_24161:763800,"Reduce the streaming expense (event_24094) to IDR 541,500 and Reduce the shopping expense (event_24096) to IDR 548,720 and Reduce the dining expense (event_24161) to IDR 763,800, then pay IDR 9,236,000 today. This leaves at least IDR 31,018,500 available."
request_263,4059.08,not_affordable,not_recommended,none,,none,"Do not proceed with the ZAR 51,546 request. Although ZAR 4,059.08 is available today, the full amount cannot be completed safely within 90 days."
request_264,21982.97,affordable_later,wait,2026-06-15:111300,2026-06-15,none,"Pay INR 111,300 in full on 15 June 2026. Paying earlier would take the balance below the INR 59,500 minimum."
request_265,0,not_affordable,not_recommended,none,,none,"Do not make this payment by 21 March 2024. None of the available options keeps the INR 189,700 minimum protected."
request_266,739.38,not_affordable,not_recommended,none,2025-10-15,none,Do not make this payment by 3 October 2025. None of the available options keeps the EUR 900 minimum protected.
request_267,1389.54,not_affordable,not_recommended,none,,none,"Do not proceed with the EUR 1,925 request. Although EUR 1,389.54 is available today, the full amount cannot be completed safely within 90 days."
request_268,1014.44,affordable_with_plan,installments,2024-06-14:841.22|2024-07-15:841.22|2024-08-15:841.22,2024-07-15,none,"use 3 installments of EUR 841.22, starting 14 June 2024. This leaves at least EUR 1,400 available."
request_269,0,not_affordable,not_recommended,none,,none,"Do not make this payment by 2 January 2026. None of the available options keeps the ZAR 23,100 minimum protected."
request_27,0,not_affordable,not_recommended,none,,none,"Do not make this payment by 21 August 2026. None of the available options keeps the ZAR 20,500 minimum protected."
request_270,39.59,not_affordable,not_recommended,none,,none,"Do not proceed with the USD 3,028.80 request. Although USD 39.59 is available today, the full amount cannot be completed safely within 90 days."
request_271,8488.57,not_affordable,not_recommended,none,,none,"Do not proceed with the INR 91,300 request. Although INR 8,488.57 is available today, the full amount cannot be completed safely within 90 days."
request_272,5142001.12,affordable_with_plan,installments,2025-02-12:4709466.67|2025-03-12:4709466.67|2025-04-09:4709466.67,2025-03-15,none,"use 3 installments of IDR 4,709,466.67, starting 12 February 2025. This leaves at least IDR 7,508,600 available."
request_273,9179578.19,affordable_with_plan,installments,2026-04-07:5498480|2026-05-05:5498480|2026-06-02:5498480,2026-04-15,none,"use 3 installments of IDR 5,498,480, starting 7 April 2026. This leaves at least IDR 18,774,600 available."
request_274,2004.98,not_affordable,not_recommended,none,2025-02-15,none,"Do not make this payment by 11 February 2025. None of the available options keeps the EUR 1,800 minimum protected."
request_275,15884000,affordable_now,full_payment,2025-05-06:15884000,2025-05-06,none,"Pay IDR 15,884,000 today. This leaves at least IDR 12,760,100 available over the next 90 days."
request_28,255.32,not_affordable,not_recommended,none,,none,"Do not proceed with the EUR 1,302.40 request. Although EUR 255.32 is available today, the full amount cannot be completed safely within 90 days."
request_29,0,not_affordable,not_recommended,none,,none,"Do not make this payment by 23 November 2025. None of the available options keeps the ZAR 28,300 minimum protected."
request_30,29.94,not_affordable,not_recommended,none,,none,"Do not proceed with the USD 775.20 request. Although USD 29.94 is available today, the full amount cannot be completed safely within 90 days."
request_31,3014251.93,affordable_later,wait,2024-11-15:18164000,2024-11-15,none,"Pay IDR 18,164,000 in full on 15 November 2024. Paying earlier would take the balance below the IDR 16,588,900 minimum."
request_32,0,not_affordable,not_recommended,none,,none,"Do not make this payment by 15 April 2025. None of the available options keeps the ZAR 35,700 minimum protected."
request_33,25878.98,affordable_later,wait,2026-03-15:118000,2026-03-15,none,"Pay INR 118,000 in full on 15 March 2026. Paying earlier would take the balance below the INR 102,100 minimum."
request_34,35961,not_affordable,not_recommended,none,,none,"Do not proceed with the INR 129,400 request. Although INR 35,961 is available today, the full amount cannot be completed safely within 90 days."
request_35,12462.81,not_affordable,not_recommended,none,,none,"Do not proceed with the INR 212,000 request. Although INR 12,462.81 is available today, the full amount cannot be completed safely within 90 days."
request_36,423.03,not_affordable,not_recommended,none,,none,"Do not proceed with the USD 3,954 request. Although USD 423.03 is available today, the full amount cannot be completed safely within 90 days."
request_37,0,not_affordable,not_recommended,none,,none,"Do not make this payment by 15 May 2024. None of the available options keeps the IDR 17,056,200 minimum protected."
request_38,152.95,affordable_later,wait,2025-10-15:971.30,2025-10-15,none,Pay EUR 971.30 in full on 15 October 2025. Paying earlier would take the balance below the EUR 400 minimum.
request_39,38816.93,not_affordable,not_recommended,none,,none,"Do not proceed with the INR 208,600 request. Although INR 38,816.93 is available today, the full amount cannot be completed safely within 90 days."
request_40,0,not_affordable,not_recommended,none,,none,"Do not make this payment by 15 August 2024. None of the available options keeps the EUR 1,500 minimum protected."
request_41,5408805.84,affordable_later,wait,2026-01-15:38760000,2026-01-15,none,"Pay IDR 38,760,000 in full on 15 January 2026. Paying earlier would take the balance below the IDR 25,366,600 minimum."
request_42,0,not_affordable,not_recommended,none,,none,"Do not make this payment by 15 March 2026. None of the available options keeps the INR 113,100 minimum protected."
request_43,0,not_affordable,not_recommended,none,,none,"Do not make this payment by 15 November 2024. None of the available options keeps the IDR 21,398,000 minimum protected."
request_44,0,not_affordable,not_recommended,none,,none,"Do not make this payment by 15 April 2025. None of the available options keeps the INR 82,900 minimum protected."
request_45,2731658.06,not_affordable,not_recommended,none,,none,"Do not proceed with the IDR 21,983,000 request. Although IDR 2,731,658.06 is available today, the full amount cannot be completed safely within 90 days."
request_46,30699.46,not_affordable,not_recommended,none,2025-01-15,none,"Do not make this payment by 9 January 2025. None of the available options keeps the INR 84,000 minimum protected."
request_47,0,not_affordable,not_recommended,none,,none,"Do not make this payment by 19 June 2025. None of the available options keeps the IDR 30,049,000 minimum protected."
request_48,40689.37,affordable_later,wait,2026-10-15:45700,2026-10-15,none,"Pay INR 45,700 in full on 15 October 2026. Paying earlier would take the balance below the INR 71,300 minimum."
request_49,11439851.10,not_affordable,not_recommended,none,,none,"Do not proceed with the IDR 34,333,000 request. Although IDR 11,439,851.10 is available today, the full amount cannot be completed safely within 90 days."
request_50,22764.61,not_affordable,not_recommended,none,,none,"Do not proceed with the INR 43,900 request. Although INR 22,764.61 is available today, the full amount cannot be completed safely within 90 days."
request_51,0,not_affordable,not_recommended,none,,none,"Do not make this payment by 28 February 2026. None of the available options keeps the IDR 7,811,000 minimum protected."
request_52,0,not_affordable,not_recommended,none,,none,"Do not make this payment by 9 July 2024. None of the available options keeps the INR 41,500 minimum protected."
request_53,394.01,affordable_later,wait,2026-01-15:1699.20,2026-01-15,none,"Pay USD 1,699.20 in full on 15 January 2026. Paying earlier would take the balance below the USD 2,100 minimum."
request_54,765.50,not_affordable,not_recommended,none,,none,"Do not proceed with the ZAR 121,528 request. Although ZAR 765.50 is available today, the full amount cannot be completed safely within 90 days."
request_55,107626.33,affordable_later,wait,2026-08-15:218600,2026-08-15,none,"Pay INR 218,600 in full on 15 August 2026. Paying earlier would take the balance below the INR 124,300 minimum."
request_56,573.87,affordable_with_plan,installments,2025-02-03:458.42|2025-03-03:458.42,2025-02-15,none,"use 2 installments of USD 458.42, starting 3 February 2025. This leaves at least USD 2,100 available."
request_57,11909.19,affordable_later,wait,2026-06-15:61446,2026-06-15,none,"Pay ZAR 61,446 in full on 15 June 2026. Paying earlier would take the balance below the ZAR 42,700 minimum."
request_58,8694685.71,not_affordable,not_recommended,none,,none,"Do not proceed with the IDR 16,226,000 request. Although IDR 8,694,685.71 is available today, the full amount cannot be completed safely within 90 days."
request_59,72173.80,not_affordable,not_recommended,none,,none,"Do not proceed with the INR 140,600 request. Although INR 72,173.80 is available today, the full amount cannot be completed safely within 90 days."
request_60,0,not_affordable,not_recommended,none,,none,Do not make this payment by 4 March 2026. None of the available options keeps the USD 400 minimum protected.
request_61,25554.44,affordable_with_plan,installments,2024-03-17:10074.83|2024-04-17:10074.83|2024-05-18:10074.83,,stop:event_5683|reduce_to:event_5715:784.30,"Stop the music subscription expense (event_5683) and Reduce the dining expense (event_5715) to ZAR 784.30, then use 3 installments of ZAR 10,074.83, starting 17 March 2024. This leaves at least ZAR 36,700 available."
request_62,404.23,affordable_now,full_payment,2025-08-05:404.23,2025-08-05,none,"Pay USD 404.23 today. This leaves at least USD 1,300 available over the next 90 days."
request_63,30889.59,not_affordable,not_recommended,none,,none,"Do not proceed with the INR 343,900 request. Although INR 30,889.59 is available today, the full amount cannot be completed safely within 90 days."
request_64,0,not_affordable,not_recommended,none,,none,"Do not make this payment by 16 August 2024. None of the available options keeps the INR 36,100 minimum protected."
request_65,6393.40,not_affordable,not_recommended,none,,none,"Do not proceed with the ZAR 54,340 request. Although ZAR 6,393.40 is available today, the full amount cannot be completed safely within 90 days."
request_66,22200,affordable_now,full_payment,2026-04-03:22200,2026-04-03,none,"Pay INR 22,200 today. This leaves at least INR 80,700 available over the next 90 days."
request_67,210.74,not_affordable,not_recommended,none,,none,"Do not proceed with the USD 2,094 request. Although USD 210.74 is available today, the full amount cannot be completed safely within 90 days."
request_68,0,not_affordable,not_recommended,none,,none,"Do not make this payment by 16 April 2025. None of the available options keeps the USD 1,500 minimum protected."
request_69,454.20,affordable_with_plan,full_payment,2026-01-04:529.10,2026-03-15,stop:event_6405|reduce_to:event_6407:16.40,"Stop the streaming expense (event_6405) and Reduce the shopping expense (event_6407) to EUR 16.40, then pay EUR 529.10 today. This leaves at least EUR 700 available."
request_70,48080.83,affordable_later,wait,2025-02-15:243900,2025-02-15,none,"Pay INR 243,900 in full on 15 February 2025. Paying earlier would take the balance below the INR 115,000 minimum."
request_71,0,not_affordable,not_recommended,none,,none,"Do not make this payment by 28 May 2025. None of the available options keeps the IDR 8,884,800 minimum protected."
request_72,0,not_affordable,not_recommended,none,,none,"Do not make this payment by 14 July 2026. None of the available options keeps the ZAR 12,200 minimum protected."
request_73,69113.23,affordable_later,wait,2023-02-15:71400,2023-02-15,none,"Pay INR 71,400 in full on 15 February 2023. Paying earlier would take the balance below the INR 103,200 minimum."
request_74,3121.58,affordable_with_plan,full_payment,2025-08-04:5010,,stop:event_6893,"Stop the streaming expense (event_6893), then pay ZAR 5,010 today. This leaves at least ZAR 21,900 available."
request_75,10061.27,not_affordable,not_recommended,none,,none,"Do not proceed with the ZAR 28,270 request. Although ZAR 10,061.27 is available today, the full amount cannot be completed safely within 90 days."
request_76,0,not_affordable,not_recommended,none,,none,"Do not make this payment by 30 July 2024. None of the available options keeps the USD 1,800 minimum protected."
request_77,56888.64,affordable_later,wait,2025-11-15:60700,2025-11-15,none,"Pay INR 60,700 in full on 15 November 2025. Paying earlier would take the balance below the INR 82,200 minimum."
request_78,35462.67,affordable_later,wait,2025-12-15:50200,2025-12-15,none,"Pay INR 50,200 in full on 15 December 2025. Paying earlier would take the balance below the INR 55,200 minimum."
request_79,23.83,not_affordable,not_recommended,none,,none,"Do not proceed with the EUR 2,151.60 request. Although EUR 23.83 is available today, the full amount cannot be completed safely within 90 days."
request_80,0,not_affordable,not_recommended,none,,none,"Do not make this payment by 21 February 2025. None of the available options keeps the INR 121,300 minimum protected."
request_81,1924.58,affordable_with_plan,full_payment,2026-07-03:2076,2026-09-15,reduce_to:event_7636:37.50,"Reduce the dining expense (event_7636) to USD 37.50, then pay USD 2,076 today. This leaves at least USD 1,600 available."
request_82,244.80,not_affordable,not_recommended,none,,none,"Do not proceed with the USD 1,405.20 request. Although USD 244.80 is available today, the full amount cannot be completed safely within 90 days."
request_83,0,not_affordable,not_recommended,none,,none,"Do not make this payment by 17 June 2025. None of the available options keeps the INR 37,800 minimum protected."
request_84,17087.43,not_affordable,not_recommended,none,,none,"Do not proceed with the INR 95,400 request. Although INR 17,087.43 is available today, the full amount cannot be completed safely within 90 days."
request_85,126333.99,not_affordable,not_recommended,none,,none,"Do not proceed with the IDR 19,304,000 request. Although IDR 126,333.99 is available today, the full amount cannot be completed safely within 90 days."
request_86,0,not_affordable,not_recommended,none,,none,"Do not make this payment by 22 August 2025. None of the available options keeps the INR 84,900 minimum protected."
request_87,0,not_affordable,not_recommended,none,,none,"Do not make this payment by 15 March 2026. None of the available options keeps the INR 185,900 minimum protected."
request_88,10420.27,affordable_with_plan,installments,2024-06-14:9045.23|2024-07-15:9045.23|2024-08-15:9045.23,2024-07-15,none,"use 3 installments of ZAR 9,045.23, starting 14 June 2024. This leaves at least ZAR 25,800 available."
request_89,8980896.53,affordable_later,wait,2026-01-15:13756000,2026-01-15,none,"Pay IDR 13,756,000 in full on 15 January 2026. Paying earlier would take the balance below the IDR 12,534,700 minimum."
request_90,2560,affordable_now,full_payment,2026-07-06:2560,2026-07-06,none,"Pay ZAR 2,560 today. This leaves at least ZAR 7,600 available over the next 90 days."
request_91,199.97,affordable_later,wait,2024-11-15:1927.20,2024-11-15,none,"Pay EUR 1,927.20 in full on 15 November 2024. Paying earlier would take the balance below the EUR 2,100 minimum."
request_92,32454.79,affordable_with_plan,full_payment,2025-02-05:34034,2025-04-15,reduce_to:event_8662:910.80,"Reduce the dining expense (event_8662) to ZAR 910.80, then pay ZAR 34,034 today. This leaves at least ZAR 28,100 available."
request_93,1729.20,affordable_now,full_payment,2026-04-07:1729.20,2026-04-07,none,"Pay USD 1,729.20 today. This leaves at least USD 1,900 available over the next 90 days."
request_94,5.39,not_affordable,not_recommended,none,,none,"Do not proceed with the EUR 572 request. Although EUR 5.39 is available today, the full amount cannot be completed safely within 90 days."
request_95,0,not_affordable,not_recommended,none,,none,"Do not make this payment by 14 July 2025. None of the available options keeps the INR 145,500 minimum protected."
request_96,0,not_affordable,not_recommended,none,,none,"Do not make this payment by 12 March 2026. None of the available options keeps the INR 56,500 minimum protected."
request_97,0,not_affordable,not_recommended,none,,none,"Do not make this payment by 24 May 2024. None of the available options keeps the ZAR 29,700 minimum protected."
request_98,6782.27,affordable_later,wait,2025-10-15:27148,2025-10-15,none,"Pay ZAR 27,148 in full on 15 October 2025. Paying earlier would take the balance below the ZAR 30,000 minimum."
request_99,15739.47,affordable_with_plan,full_payment,2026-07-04:18062,2026-07-15,stop:event_9188|reduce_to:event_9232:1065.90,"Stop the streaming expense (event_9188) and Reduce the dining expense (event_9232) to ZAR 1,065.90, then pay ZAR 18,062 today. This leaves at least ZAR 49,100 available."
